Round,Opponent,Venue,days_since_first_match,Result,Total_Shots_team,Total_SoT_team,Total_xG_team,Total_Possession,Goals_Per_Match_team,Goals_Conceded_Per_Match_team,Goals_Scored_Haaland,SoT_Haaland,Expected_Goals_Haaland,Non_Penalty_xG_Haaland,xG_per_Shot_Haaland,Shot_Accuracy_Haaland,Goals_Per_Shot_Haaland,Assists_Haaland,Minutes_Played_Haaland,xG_Per_Minute_Haaland,Goals_Per_Minute_Haaland,SCA_Per_Minute_Haaland,GCA_Per_Minute_Haaland,Match_Impact_Haaland,Home_Away,Opponent_Strength,Match_Event_Influence,Match_Tempo,Expected Goals
24,8,1,183,2,19,3,1.6,72,0.08333333333333333,0.0,2,3,1.6,1.6,0.08421052631578947,0.15789473684210525,0.10526315789473684,0,90,0.017777777777777778,0.022222222222222223,0.03333333333333333,0.011111111111111112,5,0,-0.1,2,0.2111111111111111,1.6
24,8,1,183,2,19,3,1.6,72,0.08333333333333333,0.0,2,3,1.6,1.6,0.08421052631578947,0.15789473684210525,0.10526315789473684,0,90,0.017777777777777778,0.022222222222222223,0.03333333333333333,0.011111111111111112,5,0,-0.1,2,0.2111111111111111,1.6
24,8,1,183,2,19,3,1.6,72,0.08333333333333333,0.0,2,3,1.6,1.6,0.08421052631578947,0.15789473684210525,0.10526315789473684,0,90,0.017777777777777778,0.022222222222222223,0.03333333333333333,0.011111111111111112,5,0,-0.1,2,0.2111111111111111,1.6
24,8,1,183,2,19,3,1.6,72,0.08333333333333333,0.0,2,3,1.6,1.6,0.08421052631578947,0.15789473684210525,0.10526315789473684,0,90,0.017777777777777778,0.022222222222222223,0.03333333333333333,0.011111111111111112,5,0,-0.1,2,0.2111111111111111,1.6
24,8,1,183,2,19,3,1.6,72,0.08333333333333333,0.0,2,3,1.6,1.6,0.08421052631578947,0.15789473684210525,0.10526315789473684,0,90,0.017777777777777778,0.022222222222222223,0.03333333333333333,0.011111111111111112,5,0,-0.1,2,0.2111111111111111,1.6
24,8,1,183,2,19,3,1.6,72,0.08333333333333333,0.0,2,3,1.6,1.6,0.08421052631578947,0.15789473684210525,0.10526315789473684,0,90,0.017777777777777778,0.022222222222222223,0.03333333333333333,0.011111111111111112,5,0,-0.1,2,0.2111111111111111,1.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
25,6,1,190,0,31,5,2.6,70,0.04,0.04,0,5,2.6,2.6,0.08387096774193549,0.16129032258064516,0.03225806451612903,0,90,0.02888888888888889,0.011111111111111112,0.022222222222222223,0.0,3,0,0.88,0,0.34444444444444444,2.6
18,3,1,193,2,25,10,2.3,70,0.05555555555555555,0.0,1,10,2.3,2.3,0.092,0.4,0.04,0,90,0.025555555555555554,0.011111111111111112,0.011111111111111112,0.0,2,0,-0.02,1,0.2777777777777778,2.3
18,3,1,193,2,25,10,2.3,70,0.05555555555555555,0.0,1,10,2.3,2.3,0.092,0.4,0.04,0,90,0.025555555555555554,0.011111111111111112,0.011111111111111112,0.0,2,0,-0.02,1,0.2777777777777778,2.3
18,3,1,193,2,25,10,2.3,70,0.05555555555555555,0.0,1,10,2.3,2.3,0.092,0.4,0.04,0,90,0.025555555555555554,0.011111111111111112,0.011111111111111112,0.0,2,0,-0.02,1,0.2777777777777778,2.3
18,3,1,193,2,25,10,2.3,70,0.05555555555555555,0.0,1,10,2.3,2.3,0.092,0.4,0.04,0,90,0.025555555555555554,0.011111111111111112,0.011111111111111112,0.0,2,0,-0.02,1,0.2777777777777778,2.3
18,3,1,193,2,25,10,2.3,70,0.05555555555555555,0.0,1,10,2.3,2.3,0.092,0.4,0.04,0,90,0.025555555555555554,0.011111111111111112,0.011111111111111112,0.0,2,0,-0.02,1,0.2777777777777778,2.3
18,3,1,193,2,25,10,2.3,70,0.05555555555555555,0.0,1,10,2.3,2.3,0.092,0.4,0.04,0,90,0.025555555555555554,0.011111111111111112,0.011111111111111112,0.0,2,0,-0.02,1,0.2777777777777778,2.3
26,2,0,197,2,15,6,1.6,62,0.038461538461538464,0.0,0,6,1.6,1.6,0.10666666666666667,0.4,0.06666666666666667,0,74,0.021621621621621623,0.013513513513513514,0.04054054054054054,0.013513513513513514,4,0,-0.48,1,0.20270270270270271,1.6
26,2,0,197,2,15,6,1.6,62,0.038461538461538464,0.0,0,6,1.6,1.6,0.10666666666666667,0.4,0.06666666666666667,0,74,0.021621621621621623,0.013513513513513514,0.04054054054054054,0.013513513513513514,4,0,-0.48,1,0.20270270270270271,1.6
26,2,0,197,2,15,6,1.6,62,0.038461538461538464,0.0,0,6,1.6,1.6,0.10666666666666667,0.4,0.06666666666666667,0,74,0.021621621621621623,0.013513513513513514,0.04054054054054054,0.013513513513513514,4,0,-0.48,1,0.20270270270270271,1.6
26,2,0,197,2,15,6,1.6,62,0.038461538461538464,0.0,0,6,1.6,1.6,0.10666666666666667,0.4,0.06666666666666667,0,74,0.021621621621621623,0.013513513513513514,0.04054054054054054,0.013513513513513514,4,0,-0.48,1,0.20270270270270271,1.6
27,12,1,205,2,27,8,3.3,73,0.1111111111111111,0.037037037037037035,1,8,3.3,3.3,0.12222222222222222,0.2962962962962963,0.1111111111111111,0,90,0.03666666666666667,0.03333333333333333,0.022222222222222223,0.0,5,0,-0.29,2,0.3,3.3
27,12,1,205,2,27,8,3.3,73,0.1111111111111111,0.037037037037037035,1,8,3.3,3.3,0.12222222222222222,0.2962962962962963,0.1111111111111111,0,90,0.03666666666666667,0.03333333333333333,0.022222222222222223,0.0,5,0,-0.29,2,0.3,3.3
27,12,1,205,2,27,8,3.3,73,0.1111111111111111,0.037037037037037035,1,8,3.3,3.3,0.12222222222222222,0.2962962962962963,0.1111111111111111,0,90,0.03666666666666667,0.03333333333333333,0.022222222222222223,0.0,5,0,-0.29,2,0.3,3.3
27,12,1,205,2,27,8,3.3,73,0.1111111111111111,0.037037037037037035,1,8,3.3,3.3,0.12222222222222222,0.2962962962962963,0.1111111111111111,0,90,0.03666666666666667,0.03333333333333333,0.022222222222222223,0.0,5,0,-0.29,2,0.3,3.3
28,10,0,212,0,10,6,1.6,47,0.03571428571428571,0.03571428571428571,0,6,1.6,1.6,0.16,0.6,0.1,0,90,0.017777777777777778,0.011111111111111112,0.044444444444444446,0.0,5,0,3.45,0,0.1111111111111111,1.6
30,0,1,233,0,12,1,1.0,72,0.0,0.0,0,1,1.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0,90,0.011111111111111112,0.0,0.011111111111111112,0.0,1,0,4.07,0,0.13333333333333333,1.0
30,0,1,233,0,12,1,1.0,72,0.0,0.0,0,1,1.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0,90,0.011111111111111112,0.0,0.011111111111111112,0.0,1,0,4.07,0,0.13333333333333333,1.0
30,0,1,233,0,12,1,1.0,72,0.0,0.0,0,1,1.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0,90,0.011111111111111112,0.0,0.011111111111111112,0.0,1,0,4.07,0,0.13333333333333333,1.0
30,0,1,233,0,12,1,1.0,72,0.0,0.0,0,1,1.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0,90,0.011111111111111112,0.0,0.011111111111111112,0.0,1,0,4.07,0,0.13333333333333333,1.0
31,1,1,236,2,25,11,3.4,67,0.12903225806451613,0.03225806451612903,0,11,3.4,3.4,0.136,0.44,0.16,0,0,inf,inf,,,4,0,0.57,3,inf,3.4
32,7,0,239,2,18,8,1.9,75,0.125,0.0625,1,8,1.9,1.9,0.10555555555555556,0.4444444444444444,0.2222222222222222,0,90,0.021111111111111112,0.044444444444444446,0.022222222222222223,0.0,6,0,-0.18,2,0.2,1.9
32,7,0,239,2,18,8,1.9,75,0.125,0.0625,1,8,1.9,1.9,0.10555555555555556,0.4444444444444444,0.2222222222222222,0,90,0.021111111111111112,0.044444444444444446,0.022222222222222223,0.0,6,0,-0.18,2,0.2,1.9
33,11,1,246,2,36,12,4.2,73,0.12121212121212122,0.030303030303030304,1,12,4.2,3.4,0.11666666666666667,0.3333333333333333,0.1111111111111111,0,80,0.052500000000000005,0.05,0.0375,0.0,7,0,-0.9,3,0.45,4.2
33,11,1,246,2,36,12,4.2,73,0.12121212121212122,0.030303030303030304,1,12,4.2,3.4,0.11666666666666667,0.3333333333333333,0.1111111111111111,0,80,0.052500000000000005,0.05,0.0375,0.0,7,0,-0.9,3,0.45,4.2
33,11,1,246,2,36,12,4.2,73,0.12121212121212122,0.030303030303030304,1,12,4.2,3.4,0.11666666666666667,0.3333333333333333,0.1111111111111111,0,80,0.052500000000000005,0.05,0.0375,0.0,7,0,-0.9,3,0.45,4.2
33,11,1,246,2,36,12,4.2,73,0.12121212121212122,0.030303030303030304,1,12,4.2,3.4,0.11666666666666667,0.3333333333333333,0.1111111111111111,0,80,0.052500000000000005,0.05,0.0375,0.0,7,0,-0.9,3,0.45,4.2
33,11,1,246,2,36,12,4.2,73,0.12121212121212122,0.030303030303030304,1,12,4.2,3.4,0.11666666666666667,0.3333333333333333,0.1111111111111111,0,80,0.052500000000000005,0.05,0.0375,0.0,7,0,-0.9,3,0.45,4.2
29,4,0,258,2,14,6,1.4,64,0.13793103448275862,0.0,0,6,1.4,1.4,0.09999999999999999,0.42857142857142855,0.2857142857142857,0,0,inf,inf,,,4,0,-0.21,4,inf,1.4
35,14,0,261,2,11,5,0.9,66,0.05714285714285714,0.0,1,5,0.9,0.9,0.08181818181818182,0.45454545454545453,0.18181818181818182,0,29,0.03103448275862069,0.06896551724137931,0.06896551724137931,0.0,4,0,-0.44,2,0.3793103448275862,0.9
35,14,0,261,2,11,5,0.9,66,0.05714285714285714,0.0,1,5,0.9,0.9,0.08181818181818182,0.45454545454545453,0.18181818181818182,0,29,0.03103448275862069,0.06896551724137931,0.06896551724137931,0.0,4,0,-0.44,2,0.3793103448275862,0.9
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
36,18,1,267,2,18,10,3.7,58,0.1388888888888889,0.027777777777777776,4,10,3.7,2.1,0.20555555555555557,0.5555555555555556,0.2777777777777778,0,81,0.04567901234567901,0.06172839506172839,0.012345679012345678,0.012345679012345678,6,0,-0.54,4,0.2222222222222222,3.7
37,9,0,274,2,15,8,3.2,64,0.10810810810810811,0.0,0,8,3.2,2.4,0.21333333333333335,0.5333333333333333,0.26666666666666666,0,81,0.03950617283950617,0.04938271604938271,0.024691358024691357,0.0,6,0,-0.4,4,0.18518518518518517,3.2
37,9,0,274,2,15,8,3.2,64,0.10810810810810811,0.0,0,8,3.2,2.4,0.21333333333333335,0.5333333333333333,0.26666666666666666,0,81,0.03950617283950617,0.04938271604938271,0.024691358024691357,0.0,6,0,-0.4,4,0.18518518518518517,3.2
37,9,0,274,2,15,8,3.2,64,0.10810810810810811,0.0,0,8,3.2,2.4,0.21333333333333335,0.5333333333333333,0.26666666666666666,0,81,0.03950617283950617,0.04938271604938271,0.024691358024691357,0.0,6,0,-0.4,4,0.18518518518518517,3.2
34,16,0,277,2,7,4,2.4,47,0.058823529411764705,0.0,2,4,2.4,1.6,0.34285714285714286,0.5714285714285714,0.2857142857142857,0,89,0.02696629213483146,0.02247191011235955,0.0,0.0,2,0,0.71,2,0.07865168539325842,2.4
34,16,0,277,2,7,4,2.4,47,0.058823529411764705,0.0,2,4,2.4,1.6,0.34285714285714286,0.5714285714285714,0.2857142857142857,0,89,0.02696629213483146,0.02247191011235955,0.0,0.0,2,0,0.71,2,0.07865168539325842,2.4
34,16,0,277,2,7,4,2.4,47,0.058823529411764705,0.0,2,4,2.4,1.6,0.34285714285714286,0.5714285714285714,0.2857142857142857,0,89,0.02696629213483146,0.02247191011235955,0.0,0.0,2,0,0.71,2,0.07865168539325842,2.4
34,16,0,277,2,7,4,2.4,47,0.058823529411764705,0.0,2,4,2.4,1.6,0.34285714285714286,0.5714285714285714,0.2857142857142857,0,89,0.02696629213483146,0.02247191011235955,0.0,0.0,2,0,0.71,2,0.07865168539325842,2.4
38,17,1,282,2,28,12,1.9,71,0.07894736842105263,0.02631578947368421,0,12,1.9,1.9,0.06785714285714285,0.42857142857142855,0.10714285714285714,0,90,0.021111111111111112,0.03333333333333333,0.03333333333333333,0.011111111111111112,6,0,-0.51,2,0.3111111111111111,1.9
38,17,1,282,2,28,12,1.9,71,0.07894736842105263,0.02631578947368421,0,12,1.9,1.9,0.06785714285714285,0.42857142857142855,0.10714285714285714,0,90,0.021111111111111112,0.03333333333333333,0.03333333333333333,0.011111111111111112,6,0,-0.51,2,0.3111111111111111,1.9
38,17,1,282,2,28,12,1.9,71,0.07894736842105263,0.02631578947368421,0,12,1.9,1.9,0.06785714285714285,0.42857142857142855,0.10714285714285714,0,90,0.021111111111111112,0.03333333333333333,0.03333333333333333,0.011111111111111112,6,0,-0.51,2,0.3111111111111111,1.9
38,17,1,282,2,28,12,1.9,71,0.07894736842105263,0.02631578947368421,0,12,1.9,1.9,0.06785714285714285,0.42857142857142855,0.10714285714285714,0,90,0.021111111111111112,0.03333333333333333,0.03333333333333333,0.011111111111111112,6,0,-0.51,2,0.3111111111111111,1.9
