round,expected goals,venue_xg,opponent_xg,goals,shots,touches,ast,passcmp,passcmp%,min,poss,gca,sca,gls,sh,rolling_expected goals,cumulative_expected goals,rolling_goals,cumulative_goals,rolling_shots,cumulative_shots,rolling_touches,cumulative_touches,rolling_poss,cumulative_poss,rolling_gca,cumulative_gca,rolling_sca,cumulative_sca,rolling_haaland_gls,cumulative_haaland_gls,rolling_haaland_ast,cumulative_haaland_ast,rolling_haaland_sh,cumulative_haaland_sh,rolling_haaland_min,cumulative_haaland_min,rolling_haaland_touches,cumulative_haaland_touches,rolling_haaland_poss,cumulative_haaland_poss,rolling_haaland_gca,cumulative_haaland_gca,rolling_haaland_sca,cumulative_haaland_sca,haaland_performance_rating,rolling_haaland_rating,cumulative_haaland_rating,defenders,midfielders,forwards,defenders_opp,midfielders_opp,forwards_opp,opponent_strength,opponent_haaland,venue_haaland,days_since_first_match,result,total_shots_team,total_sot_team,total_xg_team,total_possession,goals_per_match_team,goals_conceded_per_match_team,goals_scored_haaland,sot_haaland,expected_goals_haaland,non_penalty_xg_haaland,xg_per_shot_haaland,shot_accuracy_haaland,goals_per_shot_haaland,assists_haaland,minutes_played_haaland,xg_per_minute_haaland,goals_per_minute_haaland,sca_per_minute_haaland,gca_per_minute_haaland,match_impact_haaland,home_away,match_event_influence,match_tempo
4,2.2,Home,Fulham,60,72,204,12,48,66.7,90.0,68.0,1.0,2.0,36,36,2.15,2.15,26.0,26.0,124.0,124.0,155.0,155.0,67.75,67.75,0.5,0.5,2.25,2.25,15.0,15.0,3.0,3.0,35.0,35.0,87.25,87.25,155.0,155.0,67.75,67.75,0.5,0.5,2.25,2.25,2.0244444444444443,0.8160443037974683,0.8160443037974683,4,5,1,4,3,3,-0.4,9.0,1.0,22.0,2.0,6.0,4.0,2.2,68.0,1.25,0.25,3.0,4.0,2.2,1.4,0.3666666666666667,0.6666666666666666,0.8333333333333334,1.0,90.0,0.0244444444444444,0.0555555555555555,0.0222222222222222,0.0111111111111111,8.0,0.0,4.0,0.0666666666666666
4,2.2,Home,Fulham,60,72,204,12,48,66.7,90.0,68.0,1.0,2.0,36,36,2.15,2.15,26.0,26.0,124.0,124.0,155.0,155.0,67.75,67.75,0.5,0.5,2.25,2.25,15.0,15.0,3.0,3.0,35.0,35.0,87.25,87.25,155.0,155.0,67.75,67.75,0.5,0.5,2.25,2.25,2.0244444444444443,0.8160443037974683,0.8160443037974683,4,5,1,4,3,3,-0.4,9.0,1.0,22.0,2.0,6.0,4.0,2.2,68.0,1.25,0.25,3.0,4.0,2.2,1.4,0.3666666666666667,0.6666666666666666,0.8333333333333334,1.0,90.0,0.0244444444444444,0.0555555555555555,0.0222222222222222,0.0111111111111111,8.0,0.0,4.0,0.0666666666666666
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
5,3.6,Away,West Ham,27,261,198,0,81,69.2,89.0,68.0,0.0,2.0,9,81,2.44,2.44,26.2,26.2,151.4,151.4,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,13.8,13.8,2.4,2.4,44.2,44.2,87.6,87.6,163.6,163.6,67.8,67.8,0.4,0.4,2.2,2.2,0.4449438202247191,0.7418242070829185,0.7418242070829185,4,5,1,4,5,1,-0.51,17.0,0.0,36.0,2.0,29.0,13.0,3.6,68.0,0.6,0.2,1.0,13.0,3.6,3.6,0.1241379310344827,0.4482758620689655,0.1034482758620689,0.0,89.0,0.0404494382022471,0.0337078651685393,0.0224719101123595,0.0,5.0,0.0,2.0,0.3258426966292135
6,1.3,Home,Nott'ham Forest,4,14,48,0,18,60.0,90.0,57.0,0.0,2.0,2,4,2.32,2.25,22.2,22.5,127.0,128.5,144.4,144.33333333333334,66.2,66.0,0.4,0.3333333333333333,2.0,2.1666666666666665,11.0,11.833333333333334,2.4,2.0,38.6,37.5,89.8,88.0,144.4,144.33333333333334,66.2,66.0,0.4,0.3333333333333333,2.0,2.1666666666666665,0.1033333333333333,0.5956554307116105,0.6354090614579877,4,5,1,5,4,1,-0.44,14.0,1.0,43.0,2.0,7.0,4.0,1.3,57.0,0.3333333333333333,0.0,1.0,4.0,1.3,1.3,0.1857142857142857,0.5714285714285714,0.2857142857142857,0.0,90.0,0.0144444444444444,0.0222222222222222,0.0222222222222222,0.0,4.0,0.0,2.0,0.0777777777777777
6,1.3,Home,Nott'ham Forest,4,14,48,0,18,60.0,90.0,57.0,0.0,2.0,2,4,2.32,2.25,22.2,22.5,127.0,128.5,144.4,144.33333333333334,66.2,66.0,0.4,0.3333333333333333,2.0,2.1666666666666665,11.0,11.833333333333334,2.4,2.0,38.6,37.5,89.8,88.0,144.4,144.33333333333334,66.2,66.0,0.4,0.3333333333333333,2.0,2.1666666666666665,0.1033333333333333,0.5956554307116105,0.6354090614579877,4,5,1,5,4,1,-0.44,14.0,1.0,43.0,2.0,7.0,4.0,1.3,57.0,0.3333333333333333,0.0,1.0,4.0,1.3,1.3,0.1857142857142857,0.5714285714285714,0.2857142857142857,0.0,90.0,0.0144444444444444,0.0222222222222222,0.0222222222222222,0.0,4.0,0.0,2.0,0.0777777777777777
7,0.9,Away,Wolves,1,23,14,0,10,83.3,90.0,68.0,0.0,1.0,0,1,2.3,2.0571428571428574,21.6,19.428571428571427,120.4,113.42857142857144,129.6,125.71428571428572,68.0,66.28571428571429,0.4,0.2857142857142857,1.8,2.0,11.0,10.142857142857142,2.4,1.7142857142857142,35.6,32.285714285714285,89.8,88.28571428571429,129.6,125.71428571428572,68.0,66.28571428571429,0.4,0.2857142857142857,1.8,2.0,0.01,0.5954332084893883,0.5460649098211323,4,5,1,3,4,3,-0.54,18.0,0.0,50.0,1.0,23.0,8.0,0.9,68.0,0.1428571428571428,0.2857142857142857,0.0,8.0,0.9,0.9,0.0391304347826087,0.3478260869565217,0.0434782608695652,0.0,90.0,0.01,0.0111111111111111,0.0111111111111111,0.0,2.0,0.0,-1.0,0.2555555555555555
8,0.5,Away,Arsenal,0,4,20,0,11,68.8,90.0,51.0,0.0,2.0,0,0,1.7,1.8625,18.4,17.0,74.8,99.75,96.8,112.5,62.4,64.375,0.2,0.25,1.8,2.0,9.4,8.875,2.4,1.5,24.4,28.25,89.8,88.5,96.8,112.5,62.4,64.375,0.2,0.25,1.8,2.0,0.0055555555555555,0.5176554307116105,0.4785012405379352,4,3,3,4,3,3,4.07,0.0,0.0,58.0,1.0,4.0,0.0,0.5,51.0,0.0,0.125,0.0,0.0,0.5,0.5,0.125,0.0,0.0,0.0,90.0,0.0055555555555555,0.0,0.0222222222222222,0.0,2.0,0.0,-1.0,0.0444444444444444
9,0.8,Home,Brighton,4,20,42,0,22,91.7,90.0,55.0,0.0,0.0,2,4,1.4200000000000002,1.7444444444444445,7.2,15.555555555555555,64.4,90.88888888888889,64.4,104.66666666666669,59.8,63.333333333333336,0.0,0.2222222222222222,1.4,1.7777777777777777,2.6,8.11111111111111,0.0,1.3333333333333333,18.0,25.55555555555556,89.8,88.66666666666667,64.4,104.66666666666669,59.8,63.333333333333336,0.0,0.2222222222222222,1.4,1.7777777777777777,0.0977777777777777,0.1323220973782772,0.4361986335645844,3,6,1,4,5,1,-0.21,4.0,1.0,71.0,2.0,10.0,5.0,0.8,55.0,0.2222222222222222,0.1111111111111111,1.0,5.0,0.8,0.8,0.08,0.5,0.2,0.0,90.0,0.0088888888888888,0.0222222222222222,0.0,0.0,2.0,0.0,1.0,0.1111111111111111
9,0.8,Home,Brighton,4,20,42,0,22,91.7,90.0,55.0,0.0,0.0,2,4,1.4200000000000002,1.7444444444444445,7.2,15.555555555555555,64.4,90.88888888888889,64.4,104.66666666666669,59.8,63.333333333333336,0.0,0.2222222222222222,1.4,1.7777777777777777,2.6,8.11111111111111,0.0,1.3333333333333333,18.0,25.55555555555556,89.8,88.66666666666667,64.4,104.66666666666669,59.8,63.333333333333336,0.0,0.2222222222222222,1.4,1.7777777777777777,0.0977777777777777,0.1323220973782772,0.4361986335645844,3,6,1,4,5,1,-0.21,4.0,1.0,71.0,2.0,10.0,5.0,0.8,55.0,0.2222222222222222,0.1111111111111111,1.0,5.0,0.8,0.8,0.08,0.5,0.2,0.0,90.0,0.0088888888888888,0.0222222222222222,0.0,0.0,2.0,0.0,1.0,0.1111111111111111
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
10,4.0,Away,Manchester Utd,30,200,200,10,70,70.0,90.0,60.0,1.0,1.0,20,40,1.5,1.97,7.8,17.0,52.2,101.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,4.8,9.3,2.0,2.2,9.8,27.0,90.0,88.8,64.8,114.2,58.2,63.0,0.2,0.3,1.2,1.7,1.2666666666666666,0.2966666666666667,0.5192454368747926,4,5,1,4,5,1,-0.29,12.0,0.0,79.0,2.0,20.0,9.0,4.0,60.0,0.3,0.0,2.0,9.0,4.0,3.2,0.2,0.45,0.15,1.0,90.0,0.0444444444444444,0.0333333333333333,0.0111111111111111,0.0111111111111111,5.0,0.0,3.0,0.2222222222222222
11,1.9,Home,Bournemouth,18,63,39,0,21,77.8,45.0,65.0,0.0,2.0,0,9,1.62,1.963636363636364,10.6,17.09090909090909,62.0,98.27272727272728,63.0,107.36363636363636,59.8,63.18181818181818,0.2,0.2727272727272727,1.2,1.7272727272727273,4.4,8.454545454545455,2.0,2.0,10.8,25.363636363636363,81.0,84.81818181818181,63.0,107.36363636363636,59.8,63.18181818181818,0.2,0.2727272727272727,1.2,1.7272727272727273,0.0422222222222222,0.2844444444444445,0.4758796900881953,3,4,3,5,4,1,-0.48,2.0,1.0,85.0,2.0,21.0,8.0,1.9,65.0,0.5454545454545454,0.0909090909090909,0.0,8.0,1.9,1.9,0.0904761904761904,0.3809523809523809,0.2857142857142857,0.0,45.0,0.0422222222222222,0.1333333333333333,0.0444444444444444,0.0,8.0,0.0,5.0,0.4666666666666667
11,1.9,Home,Bournemouth,18,63,39,0,21,77.8,45.0,65.0,0.0,2.0,0,9,1.62,1.963636363636364,10.6,17.09090909090909,62.0,98.27272727272728,63.0,107.36363636363636,59.8,63.18181818181818,0.2,0.2727272727272727,1.2,1.7272727272727273,4.4,8.454545454545455,2.0,2.0,10.8,25.363636363636363,81.0,84.81818181818181,63.0,107.36363636363636,59.8,63.18181818181818,0.2,0.2727272727272727,1.2,1.7272727272727273,0.0422222222222222,0.2844444444444445,0.4758796900881953,3,4,3,5,4,1,-0.48,2.0,1.0,85.0,2.0,21.0,8.0,1.9,65.0,0.5454545454545454,0.0909090909090909,0.0,8.0,1.9,1.9,0.0904761904761904,0.3809523809523809,0.2857142857142857,0.0,45.0,0.0422222222222222,0.1333333333333333,0.0444444444444444,0.0,8.0,0.0,5.0,0.4666666666666667
11,1.9,Home,Bournemouth,18,63,39,0,21,77.8,45.0,65.0,0.0,2.0,0,9,1.62,1.963636363636364,10.6,17.09090909090909,62.0,98.27272727272728,63.0,107.36363636363636,59.8,63.18181818181818,0.2,0.2727272727272727,1.2,1.7272727272727273,4.4,8.454545454545455,2.0,2.0,10.8,25.363636363636363,81.0,84.81818181818181,63.0,107.36363636363636,59.8,63.18181818181818,0.2,0.2727272727272727,1.2,1.7272727272727273,0.0422222222222222,0.2844444444444445,0.4758796900881953,3,4,3,5,4,1,-0.48,2.0,1.0,85.0,2.0,21.0,8.0,1.9,65.0,0.5454545454545454,0.0909090909090909,0.0,8.0,1.9,1.9,0.0904761904761904,0.3809523809523809,0.2857142857142857,0.0,45.0,0.0422222222222222,0.1333333333333333,0.0444444444444444,0.0,8.0,0.0,5.0,0.4666666666666667
12,2.9,Away,Chelsea,32,112,152,8,80,83.3,90.0,55.0,1.0,3.0,16,24,2.02,2.0416666666666665,16.8,18.33333333333333,79.8,99.41666666666669,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,7.6,9.083333333333334,3.6,2.5,15.4,25.25,81.0,85.25,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,1.01,0.4844444444444445,0.520389715914179,3,6,1,4,5,1,0.88,6.0,0.0,93.0,0.0,14.0,9.0,2.9,55.0,0.3333333333333333,0.3333333333333333,2.0,9.0,2.9,2.1,0.2071428571428571,0.6428571428571429,0.2857142857142857,1.0,90.0,0.0322222222222222,0.0444444444444444,0.0333333333333333,0.0111111111111111,8.0,0.0,0.0,0.1555555555555555
12,2.9,Away,Chelsea,32,112,152,8,80,83.3,90.0,55.0,1.0,3.0,16,24,2.02,2.0416666666666665,16.8,18.33333333333333,79.8,99.41666666666669,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,7.6,9.083333333333334,3.6,2.5,15.4,25.25,81.0,85.25,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,1.01,0.4844444444444445,0.520389715914179,3,6,1,4,5,1,0.88,6.0,0.0,93.0,0.0,14.0,9.0,2.9,55.0,0.3333333333333333,0.3333333333333333,2.0,9.0,2.9,2.1,0.2071428571428571,0.6428571428571429,0.2857142857142857,1.0,90.0,0.0322222222222222,0.0444444444444444,0.0333333333333333,0.0111111111111111,8.0,0.0,0.0,0.1555555555555555
12,2.9,Away,Chelsea,32,112,152,8,80,83.3,90.0,55.0,1.0,3.0,16,24,2.02,2.0416666666666665,16.8,18.33333333333333,79.8,99.41666666666669,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,7.6,9.083333333333334,3.6,2.5,15.4,25.25,81.0,85.25,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,1.01,0.4844444444444445,0.520389715914179,3,6,1,4,5,1,0.88,6.0,0.0,93.0,0.0,14.0,9.0,2.9,55.0,0.3333333333333333,0.3333333333333333,2.0,9.0,2.9,2.1,0.2071428571428571,0.6428571428571429,0.2857142857142857,1.0,90.0,0.0322222222222222,0.0444444444444444,0.0333333333333333,0.0111111111111111,8.0,0.0,0.0,0.1555555555555555
12,2.9,Away,Chelsea,32,112,152,8,80,83.3,90.0,55.0,1.0,3.0,16,24,2.02,2.0416666666666665,16.8,18.33333333333333,79.8,99.41666666666669,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,7.6,9.083333333333334,3.6,2.5,15.4,25.25,81.0,85.25,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,1.01,0.4844444444444445,0.520389715914179,3,6,1,4,5,1,0.88,6.0,0.0,93.0,0.0,14.0,9.0,2.9,55.0,0.3333333333333333,0.3333333333333333,2.0,9.0,2.9,2.1,0.2071428571428571,0.6428571428571429,0.2857142857142857,1.0,90.0,0.0322222222222222,0.0444444444444444,0.0333333333333333,0.0111111111111111,8.0,0.0,0.0,0.1555555555555555
12,2.9,Away,Chelsea,32,112,152,8,80,83.3,90.0,55.0,1.0,3.0,16,24,2.02,2.0416666666666665,16.8,18.33333333333333,79.8,99.41666666666669,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,7.6,9.083333333333334,3.6,2.5,15.4,25.25,81.0,85.25,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,1.01,0.4844444444444445,0.520389715914179,3,6,1,4,5,1,0.88,6.0,0.0,93.0,0.0,14.0,9.0,2.9,55.0,0.3333333333333333,0.3333333333333333,2.0,9.0,2.9,2.1,0.2071428571428571,0.6428571428571429,0.2857142857142857,1.0,90.0,0.0322222222222222,0.0444444444444444,0.0333333333333333,0.0111111111111111,8.0,0.0,0.0,0.1555555555555555
12,2.9,Away,Chelsea,32,112,152,8,80,83.3,90.0,55.0,1.0,3.0,16,24,2.02,2.0416666666666665,16.8,18.33333333333333,79.8,99.41666666666669,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,7.6,9.083333333333334,3.6,2.5,15.4,25.25,81.0,85.25,90.6,111.08333333333331,57.2,62.5,0.4,0.3333333333333333,1.6,1.8333333333333333,1.01,0.4844444444444445,0.520389715914179,3,6,1,4,5,1,0.88,6.0,0.0,93.0,0.0,14.0,9.0,2.9,55.0,0.3333333333333333,0.3333333333333333,2.0,9.0,2.9,2.1,0.2071428571428571,0.6428571428571429,0.2857142857142857,1.0,90.0,0.0322222222222222,0.0444444444444444,0.0333333333333333,0.0111111111111111,8.0,0.0,0.0,0.1555555555555555
