Date,Round,Venue,Result,GF,GA,Opponent,xG_x,xGA,Poss,Formation,Opp Formation,match_id,Goals,Shots,Shots on Target,SoT%,Goals per Shot,Goals per SoT,Shot Distance,Free Kicks,Penalty Goals,Penalty Attempts,Expected Goals,Non-Penalty xG,NP xG per Shot,G-xG,NP:G-xG,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Player_xG,npxG,xAG,SCA,GCA,PassCmp,PassAttm,PassCmp%,PrgPass,Carries,PrgCarries,TakeonsAtt,TakeonsSucc,Goal_xG,Minute,Body Part,Assist,Goalkeeper,Notes,minute,result,X,Y,shot_xG,player,situation,season,shotType,player_assisted,lastAction,time,squad,opponent_shot
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.14,36,Left Foot,Julián Álvarez,James Trafford,None,3.0,Goal,0.936999969482422,0.5059999847412109,0.5058456659317017,Erling Haaland,FromCorner,2023.0,LeftFoot,Rodri,HeadPass,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.14,36,Left Foot,Julián Álvarez,James Trafford,None,10.0,MissedShots,0.9519999694824218,0.4209999847412109,0.1302468031644821,Erling Haaland,OpenPlay,2023.0,RightFoot,Kevin De Bruyne,Cross,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.14,36,Left Foot,Julián Álvarez,James Trafford,None,35.0,Goal,0.8909999847412109,0.385,0.1132136583328247,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,Pass,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.14,36,Left Foot,Julián Álvarez,James Trafford,None,51.0,BlockedShot,0.9440000152587892,0.6819999694824219,0.1327562630176544,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,Throughball,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.17,4,Left Foot,Rodri,James Trafford,Volley,3.0,Goal,0.936999969482422,0.5059999847412109,0.5058456659317017,Erling Haaland,FromCorner,2023.0,LeftFoot,Rodri,HeadPass,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.17,4,Left Foot,Rodri,James Trafford,Volley,10.0,MissedShots,0.9519999694824218,0.4209999847412109,0.1302468031644821,Erling Haaland,OpenPlay,2023.0,RightFoot,Kevin De Bruyne,Cross,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.17,4,Left Foot,Rodri,James Trafford,Volley,35.0,Goal,0.8909999847412109,0.385,0.1132136583328247,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,Pass,19:00:00,Manchester City,Burnley
2023-08-11,Matchweek 1,Away,W,3,0,Burnley,1.9,0.3,65,4-2-3-1,5-4-1,1,3,17,8,47.1,0.18,0.38,13.9,0,0,0,1.9,1.9,0.12,1.1,1.1,79,2,0,0,0,4,2,0,0,18,0,0,0,0.6,0.6,0.3,3,0,9,11,81.8,1,15,1,0,0,0.17,4,Left Foot,Rodri,James Trafford,Volley,51.0,BlockedShot,0.9440000152587892,0.6819999694824219,0.1327562630176544,Erling Haaland,OpenPlay,2023.0,LeftFoot,Julián Álvarez,Throughball,19:00:00,Manchester City,Burnley
2023-08-19,Matchweek 2,Home,W,1,0,Newcastle Utd,1.0,0.3,59,4-2-3-1,4-3-3,2,1,14,4,28.6,0.07,0.25,17.9,0,0,0,1.0,1.0,0.07,0.0,0.0,90,0,0,0,0,4,2,0,0,22,0,1,1,0.4,0.4,0.1,2,0,6,11,54.5,1,15,3,1,0,0.0,0,None,None,None,None,40.0,MissedShots,0.8619999694824219,0.62,0.0904695987701416,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Pass,19:00:00,Manchester City,Newcastle United
2023-08-19,Matchweek 2,Home,W,1,0,Newcastle Utd,1.0,0.3,59,4-2-3-1,4-3-3,2,1,14,4,28.6,0.07,0.25,17.9,0,0,0,1.0,1.0,0.07,0.0,0.0,90,0,0,0,0,4,2,0,0,22,0,1,1,0.4,0.4,0.1,2,0,6,11,54.5,1,15,3,1,0,0.0,0,None,None,None,None,49.0,SavedShot,0.8640000152587891,0.5870000076293945,0.0861922055482864,Erling Haaland,OpenPlay,2023.0,LeftFoot,,,19:00:00,Manchester City,Newcastle United
2023-08-19,Matchweek 2,Home,W,1,0,Newcastle Utd,1.0,0.3,59,4-2-3-1,4-3-3,2,1,14,4,28.6,0.07,0.25,17.9,0,0,0,1.0,1.0,0.07,0.0,0.0,90,0,0,0,0,4,2,0,0,22,0,1,1,0.4,0.4,0.1,2,0,6,11,54.5,1,15,3,1,0,0.0,0,None,None,None,None,62.0,MissedShots,0.87,0.53,0.1247357055544853,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Pass,19:00:00,Manchester City,Newcastle United
2023-08-19,Matchweek 2,Home,W,1,0,Newcastle Utd,1.0,0.3,59,4-2-3-1,4-3-3,2,1,14,4,28.6,0.07,0.25,17.9,0,0,0,1.0,1.0,0.07,0.0,0.0,90,0,0,0,0,4,2,0,0,22,0,1,1,0.4,0.4,0.1,2,0,6,11,54.5,1,15,3,1,0,0.0,0,None,None,None,None,64.0,SavedShot,0.895,0.3629999923706055,0.1065842360258102,Erling Haaland,OpenPlay,2023.0,RightFoot,Phil Foden,Pass,19:00:00,Manchester City,Newcastle United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,7.0,MissedShots,0.8880000305175781,0.4279999923706055,0.0424993485212326,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Cross,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,11.0,SavedShot,0.904000015258789,0.5329999923706055,0.0838533341884613,Erling Haaland,OpenPlay,2023.0,Head,Julián Álvarez,Cross,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,12.0,BlockedShot,0.9230000305175782,0.6220000076293946,0.0481563918292522,Erling Haaland,FromCorner,2023.0,LeftFoot,Julián Álvarez,Cross,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,36.0,ShotOnPost,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,50.0,MissedShots,0.9159999847412108,0.509000015258789,0.1200757026672363,Erling Haaland,OpenPlay,2023.0,RightFoot,Kyle Walker,Cross,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,60.0,SavedShot,0.926999969482422,0.6,0.3865675032138824,Erling Haaland,OpenPlay,2023.0,LeftFoot,Mateo Kovacic,Pass,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,62.0,Goal,0.965999984741211,0.439000015258789,0.5121867656707764,Erling Haaland,OpenPlay,2023.0,Head,Jack Grealish,Cross,13:00:00,Manchester City,Sheffield United
2023-08-27,Matchweek 3,Away,W,2,1,Sheffield Utd,3.5,0.7,79,4-2-3-1,3-5-2,3,2,29,9,31.0,0.07,0.22,17.3,2,0,1,3.5,2.8,0.1,-1.5,-0.8,90,1,0,0,1,7,3,0,0,23,0,0,0,2.1,1.3,0.1,2,1,6,11,54.5,0,15,0,1,1,0.21,63,Head,Jack Grealish,Wes Foderingham,None,87.0,MissedShots,0.943000030517578,0.5,0.1444570124149322,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Cross,13:00:00,Manchester City,Sheffield United
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.19,90+5,Left Foot,Sergio Gómez,Bernd Leno,None,30.0,MissedShots,0.8969999694824219,0.6659999847412109,0.0695315971970558,Erling Haaland,OpenPlay,2023.0,LeftFoot,Mateo Kovacic,Pass,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.19,90+5,Left Foot,Sergio Gómez,Bernd Leno,None,57.0,Goal,0.8530000305175781,0.47,0.3721029758453369,Erling Haaland,OpenPlay,2023.0,LeftFoot,,,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.19,90+5,Left Foot,Sergio Gómez,Bernd Leno,None,69.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.19,90+5,Left Foot,Sergio Gómez,Bernd Leno,None,94.0,Goal,0.8730000305175781,0.5420000076293945,0.1288056522607803,Erling Haaland,OpenPlay,2023.0,LeftFoot,Sergio Gómez,Pass,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.79,70,Left Foot,None,Bernd Leno,None,30.0,MissedShots,0.8969999694824219,0.6659999847412109,0.0695315971970558,Erling Haaland,OpenPlay,2023.0,LeftFoot,Mateo Kovacic,Pass,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.79,70,Left Foot,None,Bernd Leno,None,57.0,Goal,0.8530000305175781,0.47,0.3721029758453369,Erling Haaland,OpenPlay,2023.0,LeftFoot,,,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.79,70,Left Foot,None,Bernd Leno,None,69.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.79,70,Left Foot,None,Bernd Leno,None,94.0,Goal,0.8730000305175781,0.5420000076293945,0.1288056522607803,Erling Haaland,OpenPlay,2023.0,LeftFoot,Sergio Gómez,Pass,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.53,58,Left Foot,None,Bernd Leno,None,30.0,MissedShots,0.8969999694824219,0.6659999847412109,0.0695315971970558,Erling Haaland,OpenPlay,2023.0,LeftFoot,Mateo Kovacic,Pass,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.53,58,Left Foot,None,Bernd Leno,None,57.0,Goal,0.8530000305175781,0.47,0.3721029758453369,Erling Haaland,OpenPlay,2023.0,LeftFoot,,,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.53,58,Left Foot,None,Bernd Leno,None,69.0,Goal,0.885,0.5,0.7611688375473022,Erling Haaland,Penalty,2023.0,LeftFoot,,Standard,14:00:00,Manchester City,Fulham
2023-09-02,Matchweek 4,Home,W,5,1,Fulham,2.2,1.4,68,4-2-3-1,4-3-3,4,5,6,4,66.7,0.67,1.0,14.8,0,1,1,2.2,1.4,0.25,2.8,2.6,90,3,1,1,1,3,2,0,0,17,0,0,0,1.6,0.8,0.7,2,1,4,6,66.7,1,9,0,1,0,0.53,58,Left Foot,None,Bernd Leno,None,94.0,Goal,0.8730000305175781,0.5420000076293945,0.1288056522607803,Erling Haaland,OpenPlay,2023.0,LeftFoot,Sergio Gómez,Pass,14:00:00,Manchester City,Fulham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,6.0,BlockedShot,0.884000015258789,0.4359999847412109,0.0802464932203292,Erling Haaland,FromCorner,2023.0,LeftFoot,Jéremy Doku,HeadPass,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,6.0,BlockedShot,0.9540000152587892,0.52,0.6378518342971802,Erling Haaland,FromCorner,2023.0,LeftFoot,Rodri,Pass,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,14.0,MissedShots,0.931999969482422,0.435,0.3717876970767975,Erling Haaland,OpenPlay,2023.0,LeftFoot,Josko Gvardiol,Cross,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,27.0,BlockedShot,0.8619999694824219,0.620999984741211,0.0784232467412948,Erling Haaland,OpenPlay,2023.0,LeftFoot,Phil Foden,Pass,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,41.0,BlockedShot,0.970999984741211,0.4370000076293945,0.5429793000221252,Erling Haaland,OpenPlay,2023.0,RightFoot,Jéremy Doku,Pass,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,53.0,SavedShot,0.906999969482422,0.5359999847412109,0.4616487324237823,Erling Haaland,OpenPlay,2023.0,LeftFoot,Rodri,Throughball,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,58.0,SavedShot,0.95,0.4679999923706054,0.0822779983282089,Erling Haaland,OpenPlay,2023.0,Head,Bernardo Silva,Aerial,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,81.0,SavedShot,0.901999969482422,0.4640000152587891,0.3313724398612976,Erling Haaland,OpenPlay,2023.0,LeftFoot,Kyle Walker,Cross,14:00:00,Manchester City,West Ham
2023-09-16,Matchweek 5,Away,W,3,1,West Ham,3.6,0.9,68,4-2-3-1,4-2-3-1,5,3,29,13,44.8,0.1,0.23,16.4,1,0,0,3.6,3.6,0.13,-0.6,-0.6,89,1,0,0,0,9,4,0,0,22,0,0,0,2.5,2.5,0.0,2,0,9,13,69.2,0,17,0,0,0,0.08,86,Left Foot,Bernardo Silva,Alphonse Areola,None,85.0,Goal,0.8980000305175782,0.615,0.3391328155994415,Erling Haaland,OpenPlay,2023.0,LeftFoot,Bernardo Silva,Pass,14:00:00,Manchester City,West Ham
2023-09-23,Matchweek 6,Home,W,2,0,Nott'ham Forest,1.3,1.0,57,4-2-3-1,5-4-1,6,2,7,4,57.1,0.29,0.5,17.2,2,0,0,1.3,1.3,0.19,0.7,0.7,90,1,0,0,0,2,1,0,0,24,0,0,3,0.7,0.7,0.0,2,0,9,15,60.0,0,16,0,0,0,0.14,14,Head,Matheus Nunes,Matt Turner,None,13.0,Goal,0.9259999847412108,0.555,0.3649953007698059,Erling Haaland,OpenPlay,2023.0,Head,Matheus Nunes,Cross,14:00:00,Manchester City,Nottingham Forest
2023-09-23,Matchweek 6,Home,W,2,0,Nott'ham Forest,1.3,1.0,57,4-2-3-1,5-4-1,6,2,7,4,57.1,0.29,0.5,17.2,2,0,0,1.3,1.3,0.19,0.7,0.7,90,1,0,0,0,2,1,0,0,24,0,0,3,0.7,0.7,0.0,2,0,9,15,60.0,0,16,0,0,0,0.14,14,Head,Matheus Nunes,Matt Turner,None,77.0,MissedShots,0.9259999847412108,0.474000015258789,0.5678633451461792,Erling Haaland,OpenPlay,2023.0,RightFoot,Nathan Aké,Pass,14:00:00,Manchester City,Nottingham Forest
